codice,posizione,specie,varieta,alias,associazione,cod_loc,dimensionamento,dimensioni,qualita,data_ins,data_acq,mod_acq,acquisito_da,costo,luogo_acq,scambiato_per,note,referenza,descrizione,fluor_lw,fluor_sw,radioattivo,tl
142,C02,Cuprite,-,-,Rame,Molinello_01,Tipo 1,-,C,10/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
143,C02,Kutnohorite,-,-,Ganophyllite,Gambatesa_01,Tipo 1,-,A,10/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
144,C02,Hematite,-,-,-,Cerchiara_01,Tipo 4,-,B,10/07/2009,01/02/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
145,C02,Sérandite,-,-,-,Cerchiara_01,Tipo 4,-,B,10/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
146,C02,Stilbite-Ca,-,-,-,Luserna_02,Tipo 1,-,AA,10/07/2009,23/05/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
147,C02,Harmotome,-,-,Kutnohorite,Gambatesa_01,Tipo 1,-,A,10/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
148,C02,Tinzenite,-,-,Kutnohorite,Gambatesa_01,Tipo 1,-,A,10/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
149,C02,Hellandite-(Y),-,-,-,Luserna_01,Tipo 1,-,A,10/07/2009,22/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
150,C02,Parauranophane,SOSTITUIRE!!!,-,-,Montoso_02,Micro,-,---,10/07/2009,22/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
151,C02,Tuscanite,-,-,-,Sacrofano_01,Tipo 4,-,A,10/07/2009,05/07/2009,Scambiato,Stefano Conforti,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
152,C02,Pitiglianoite,-,-,-,Petrignano_01,Tipo 4,-,A,10/07/2009,05/07/2009,Scambiato,Stefano Conforti,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
153,C02,Liottite,VERIFICARE!!!,-,-,Montenero_01,Tipo 4,-,---,10/07/2009,05/07/2009,Scambiato,Stefano Conforti,0,Traversella,-,Analizzato,-,-,Not tested,Not tested,Not tested,0
154,C02,Zircon,-,-,Sanidino,Montenero_01,Tipo 4,-,A,10/07/2009,05/07/2009,Scambiato,Stefano Conforti,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
155,C02,Vonsenite,-,-,-,Petrignano_01,Tipo 4,-,A,10/07/2009,05/07/2009,Scambiato,Stefano Conforti,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
156,C02,Aeschynite-(Y),SOSTITUIRE!!!,-,-,Luserna_02,Tipo 4,-,B,11/07/2009,23/05/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
157,C02,Malachite,-,-,-,Molinello_01,Tipo 1,-,B,11/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
158,C02,Hematite,-,-,-,Cerchiara_01,Tipo 1,-,AA,11/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
159,C02,Neotocite,-,-,-,Gambatesa_01,Tipo 1,-,C,11/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,"Pseudomorfosi su ""harmotome""",-,-,Not tested,Not tested,Not tested,0
160,C02,sugilite,-,-,-,Cerchiara_01,Tipo 1,-,C,11/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
161,C02,Hematite,-,-,-,Cerchiara_01,Tipo 1,-,AA,11/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
162,C02,Quartz,-,-,-,Cruvin_01,Tipo 1,-,A,11/07/2009,01/07/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
163,C02,Magnetite,-,-,Talco,Brosso_01,Tipo 1,-,A,11/07/2009,15/02/2009,Scambiato,Vincenzo Maletto,0,Genova,-,Livello Salvere,-,-,Not tested,Not tested,Not tested,0
164,C02,Kutnohorite,-,-,Rodocrosite,Gambatesa_01,Tipo 1,-,A,11/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
165,C02,Calcite,-,-,-,Montoso_01,Tipo 1,-,A,11/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
166,C02,Uranophane,-,-,-,Montoso_02,Tipo 1,-,A,11/07/2009,01/10/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
167,C03,Enargite,-,-,-,Furtei_01,Tipo 4,-,AA,11/07/2009,06/06/2009,Acquistato,Graziano Del Core,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
168,C03,Lenoblite,-,-,-,Molinello_01,Tipo 4,-,C,11/07/2009,01/01/2009,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
169,C03,Hollandite,-,-,-,Maniglia_01,Tipo 1,-,A,11/07/2009,01/10/2007,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
170,C03,Braunite,-,-,-,Maniglia_01,Tipo 1,-,A,11/07/2009,01/10/2007,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
171,C03,Piemontite,-,-,-,Maniglia_01,Tipo 1,-,A,11/07/2009,01/10/2007,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
172,C03,Sugilite,-,-,-,Cerchiara_01,Tipo 4,-,C,11/07/2009,01/02/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
173,C03,Mozartite,-,-,-,Cerchiara_01,Tipo 4,-,A,11/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
174,C03,Torbernite,SOSTITUIRE!!! E VERIFICARE,-,-,Montoso_02,Tipo 4,-,---,11/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
175,C03,Zinkenite,-,-,Siderite,Sain_Pons_01,Tipo 1,-,AA,11/07/2009,06/06/2009,Acquistato,Graziano Del Core,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
176,C03,Meionite,-,-,-,Novella_01,Tipo 4,-,A,11/07/2009,05/06/2009,Acquistato,Graziano Del Core,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,1
177,C03,Chamosite,SOSTITUIRE!!!,-,-,Montoso_02,Tipo 4,-,---,11/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
178,C03,Neotocite,-,-,-,Cerchiara_01,Tipo 1,-,C,11/07/2009,01/02/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
179,C03,Millerite,-,-,-,Ladri_01,Tipo 1,-,A,11/07/2009,06/06/2009,Acquistato,Marco Macchieraldo,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
180,C03,Spinel,"""nobile""",-,-,Somma_01,Tipo 1,-,A,11/07/2009,06/06/2009,Acquistato,Graziano Del Core,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
181,C03,Rhodonite,-,-,"""fillosilicato""",Cerchiara_01,Tipo 1,-,C,11/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
182,C03,Anatase,-,-,-,Meitre_01,Tipo 1,-,A,11/07/2009,01/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
183,C03,Andradite,Topazolite,-,-,Cassafrera_01,Tipo 1,-,A,11/07/2009,06/06/2009,Acquistato,Marco Macchieraldo,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
184,C03,Skutterudite,-,-,-,Cruvin_01,Tipo 1,-,AA,11/07/2009,01/07/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
185,C03,Rutile,-,-,-,Rodetti_01,Tipo 1,-,B,11/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
186,C03,Fornacite,-,-,Rosasite,Sounion_01,Tipo 1,-,A,11/07/2009,06/06/2009,Acquistato,Graziano Del Core,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
187,C03,Rutile,-,-,-,Traduerivi_01,Tipo 1,-,AA,11/07/2009,01/12/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
188,C03,Diopside,-,-,-,Ciarva_01,Tipo 4,-,AA,11/07/2009,06/06/2009,Acquistato,-,2,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
189,C03,Pennantite,-,-,Rame,Gambatesa_01,Tipo 1,-,A,11/07/2009,01/02/2009,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
190,C03,Geocronite,-,-,-,Montoso_01,Tipo 1,-,A,11/07/2009,01/05/2009,Donato,Beppe Finello,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
191,C03,Sursassite,-,-,Piemontite,Gensane_01,Tipo 1,-,B,11/07/2009,01/06/2009,Donato,Beppe Finello,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
192,C03,Macfallite,-,-,Orientite,Cerchiara_01,Tipo 1,-,A,11/07/2009,01/03/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
193,C03,Tuperssuatsiaite,-,-,aegirina,Aris_01,Tipo 1,-,A,11/07/2009,06/06/2009,Acquistato,Marco Macchieraldo,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
194,C03,Zircon,VERIFICARE!!!,-,Titanite - Augite - Sanidino,Vetralla_01,Tipo 1,-,---,11/07/2009,06/06/2009,Acquistato,Graziano Del Core,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
195,C03,Ferristrunzite,-,-,-,Blaton_01,Tipo 32h,-,A,11/07/2009,05/07/2009,Scambiato,-,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,1
196,C03,Brochantite,-,-,crisocolla,Libiola_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
197,C03,Rutile,-,-,-,Meitre_01,Tipo 32h,-,B,19/07/2009,01/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
198,C03,Anatase,-,-,-,Meitre_01,Tipo 32h,-,A,19/07/2009,01/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
199,C03,Zeunerite,-,-,-,Montoso_02,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
200,C03,Calcite,-,-,-,Gambatesa_01,Tipo 32h,-,B,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
202,C03,Opal,-,-,-,Gambatesa_01,Tipo 32h,-,B,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
203,C03,Rutile,-,-,-,Chiomonte_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
204,C03,Anatase,-,-,-,Luserna_01,Tipo 32h,-,A,19/07/2009,01/01/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
205,C03,Chalcocite,-,-,-,Gambatesa_01,Tipo 32h,-,C,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
206,C03,Anatase,-,-,-,Signols_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
207,C03,Anatase,-,-,Rutilo,Meitre_01,Tipo 32h,-,A,19/07/2009,01/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
208,C03,Copper,-,-,-,Molinello_01,Tipo 32h,-,B,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
209,C03,Xenotime-(Y),-,-,-,Balzi_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
210,C03,Harmotome,-,-,-,Gambatesa_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
211,C03,Calcite,OPPURE DOLOMITE?,-,Goethite,Brosso_01,Tipo 1,-,A,19/07/2009,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
212,C03,Zeunerite,-,-,-,Montoso_02,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
213,C03,Chernikovite,-,-,-,Colmè_01,Tipo 32h,-,A,19/07/2009,30/05/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
215,C03,Parauranophane,SOSTITUIRE!!!,-,-,Montoso_02,Tipo 32h,-,---,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
216,C03,Fluorite,SOSTITUIRE!!!,-,Zeunerite,Montoso_02,Tipo 32h,-,---,19/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
217,C03,Piemontite,-,-,-,Gambatesa_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
218,C03,Schorl,-,-,-,Montoso_01,Tipo 32h,-,C,19/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
219,C03,Fluorite,-,-,-,Montoso_02,Tipo 32h,-,A,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
220,C03,Brookite,-,-,Rutilo,Balzi_01,Tipo 32h,-,B,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
221,C03,Pyrite,VERIFICARE!!!,-,-,Montoso_01,Tipo 32h,-,---,19/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
222,undefined,Scorodite,-,-,Arseniosiderite - eritrite - quarzo,Corna_02,Micro,-,---,19/07/2009,01/07/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
223,C03,Malachite,-,-,-,Corna_02,Tipo 32h,-,A,19/07/2009,01/07/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
224,undefined,Erythrite,-,-,-,Corna_02,Micro,-,---,19/07/2009,01/07/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
225,C03,Pyrite,-,-,galena,Luserna_02,Tipo 32h,-,A,19/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,Iridescente - geminata,-,-,Not tested,Not tested,Not tested,0
226,C03,Cornwallite,-,-,-,Grube_01,Tipo 32h,-,A,19/07/2009,01/01/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
227,C03,Bariopharmacosiderite,-,-,-,Grube_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
228,C03,Olivenite,-,-,-,Grube_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
229,C03,monazite,-,-,-,Meitre_01,Tipo 32h,-,A,19/07/2009,01/11/2008,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
230,C03,Schorl,-,-,-,Montoso_01,Tipo 32h,-,B,19/07/2009,01/04/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
231,C03,Pyrolusite,-,-,Braunite - schefferite,Cerchiara_01,Tipo 32h,-,---,19/07/2009,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
232,C03,Anatase,-,-,Fluorite,Luserna_01,Tipo 32h,-,B,19/07/2009,23/05/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
233,C03,Andradite,Melanite,-,-,Montenero_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
234,C03,Melanophlogite,-,-,-,Bagni_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
235,C03,Dundasite,-,-,Cerrusite - Linarite,Trisa_01,Tipo 32h,-,B,19/07/2009,01/02/2009,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
236,C03,Mimetite,-,-,-,Grube_01,Tipo 32h,-,A,19/07/2009,27/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
237,C03,Offretite,-,-,Chabazite-Ca,Saviore_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Marco Becchi,0,Genova,-,"Chabazite-Ca: cristalli cubici
Offrettite: cristalli prismatici",-,-,Not tested,Not tested,Not tested,0
238,C03,Rutile,-,-,-,Crevola_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
239,C03,Langite,-,-,-,L'ubietova_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
240,C03,Agardite-(Ce),-,-,Cervantite,Grube_01,Tipo 32h,-,B,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
241,C03,Chalcopyrite,-,-,-,Grube_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
242,C03,Laumontite,-,-,-,Osilo_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Marco Becchi,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
243,C03,Pyromorphite,-,-,-,Grube_01,Tipo 32h,-,B,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
244,C03,Millerite,-,-,-,Ladri_01,Tipo 32h,-,A,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
245,C03,Anatase,-,-,Ematite - rutilo,Divedro_01,Tipo 32h,-,B,19/07/2009,01/02/2009,Scambiato,Paolo Grosso,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
246,C03,Melanophlogite,-,-,-,Fortullino_01,Tipo 32h,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
247,C03,heulandite,-,-,-,Jumela_01,Tipo 32h,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
248,C03,Conichalcite,-,-,Calcite,Nuxis_01,Tipo 32h,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
249,C03,Millerite,-,-,-,Varsi_01,Tipo 32h,-,AA,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
250,C03,Libethenite,-,-,-,Vacas_01,Tipo 32h,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
251,C03,Cetineite,-,-,-,Cetine_01,Tipo 32h,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
252,C03,Harmotome,-,-,-,Fittà_01,Tipo 32h,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
253,undefined,Yugawaralite,-,-,-,Codera_01,Tipo 1,-,A,20/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
254,C03,Ilmenite,-,-,-,Varsi_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
255,C03,Hemimorphite,-,-,-,Dossena_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
256,C03,Prehnite,-,-,-,Champorcher_01,Tipo 4,-,AA,22/09/2009,01/01/2009,Acquistato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
257,C03,Tyrolite,-,-,Azurite,Leogang_01,Tipo 32h,-,B,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
258,C03,Molybdenite,-,-,-,Verampio_01,Tipo 32h,-,B,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
259,C03,Pyroaurite,-,-,-,Borcola_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,Marco Becchi,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
260,C03,Melanophlogite,-,-,-,Bagni_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,Marco Becchi,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
261,C03,Melanophlogite,-,-,-,Bagni_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
262,C03,Hydromagnesite,-,-,-,Coli_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,Marco Becchi,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
263,C03,Titanite,-,-,Orneblenda,Montenero_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,Luciano Vaccari,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
264,C03,Offretite,-,-,-,Saviore_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
265,C03,Realgar,-,-,-,Bigadic_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
266,C03,Lizardite,-,-,-,Pompeano_01,Tipo 1,-,C,22/09/2009,20/09/2009,Scambiato,Massimo Ferrari,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
267,C03,Wolframite group,-,-,-,Schlaggenwald_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
268,C03,Hausmannite,-,-,-,Ilfeld_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
269,C04,Offretite,-,-,"""Chabazite"" - smectite",Saviore_01,Tipo 1,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
270,C04,Selenium,-,-,-,Alsdorf_01,Tipo 1,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
271,C04,Plumbogummite,-,-,-,Montmins_01,Tipo 32h,-,B,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
272,C04,Ferrosaponite,-,-,-,Ilarione_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
273,C04,Gmelinite-Ca,-,-,-,Ilarione_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
274,C04,Pseudobrookite,-,-,-,Eifel_02,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
275,C04,Thaumasite,-,-,Calcite,Eifel_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
276,C04,Kutnohorite,-,-,Aragonite,Levane_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,Luciano Vaccari,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
277,C04,Perhamite,VEDERE - PIù SPECIE,-,Turquoise,Silver coin_01,Tipo 1,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
278,C04,Kaersutite,-,-,-,Eifel_03,Tipo 1,-,AA,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
279,C04,Tochilinite,-,-,-,Loja_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
280,C04,Agardite-(Ce),-,-,-,Grube_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
281,C04,Arthurite,-,-,-,Gunnislake_01,Tipo 32h,-,B,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
282,C04,Warwickite,-,-,Apatite-(CaF) - hematite - pseudobrookite - warwickite,Carmen_01,Tipo 32h,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,"Richterite: xx gialli
Hematite
Pseudobrookite
Warwickite: xx aciculari rosso-bruni",Not tested,Not tested,Not tested,0
283,C04,Aurichalcite,-,-,-,Civillina_01,Tipo 4,-,A,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
284,C04,Annabergite,-,-,-,Lavrion_01,Tipo 1,-,AA,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
285,C04,Pickeringite,-,-,-,Argentario_01,Tipo 4,-,B,22/09/2009,20/09/2009,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
286,C04,Chalcopyrite,-,-,Aragonite,Scolastica_01,Tipo 1,-,AA,22/09/2009,20/09/2009,Scambiato,Luciano Vaccari,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
287,C04,Ferrimolybdite,-,-,Molybdenhite,Machetto_01,Tipo 1,-,C,23/09/2009,20/09/2009,Scambiato,Bruno Martini,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
